ID,Answer,Count,Percentage,It became a relationship,Segment type_gender,Segment type_mobile,Segment type_university,Segment type_web,"Segment Description_Meridian, Idaho",Segment Description_SegDiscrip_Others
292893.6373,0,1145.138425,0.48136026,0,1.0,0.0,0.0,0.0,1.0,0.0
292893.5329,0,934.0782407,0.39062563,1,0.0,1.0,0.0,0.0,1.0,0.0
292887.9146,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292985.0,0,4.0,0.444,1,0.0,0.0,1.0,0.0,0.0,1.0
292889.6677,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293051.7644,0,1.592050731,0.97997324,1,0.0,0.0,1.0,0.0,0.0,1.0
292890.9328,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292898.309,0,794.4983226,0.44721704,1,0.0,1.0,0.0,0.0,1.0,0.0
292901.2682,0,508.3802654,0.29733607,0,1.0,0.0,0.0,0.0,1.0,0.0
293259.0,1,4.0,0.364,0,0.0,0.0,1.0,0.0,0.0,1.0
292897.3746,0,594.8830073,0.280351236,0,1.0,0.0,0.0,0.0,1.0,0.0
292897.601,0,359.2765414,0.201497606,0,1.0,0.0,0.0,0.0,1.0,0.0
292884.2985,0,1038.615984,0.269671723,1,0.0,1.0,0.0,0.0,1.0,0.0
292898.2679,0,967.757241,0.505669458,0,1.0,0.0,0.0,0.0,1.0,0.0
293473.0,0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
292888.2004,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293219.0,0,1.0,0.5,0,0.0,0.0,1.0,0.0,0.0,1.0
292889.4867,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292893.2992,0,473.3165635,0.216052034,0,1.0,0.0,0.0,0.0,1.0,0.0
292899.5927,0,501.0077861,0.280245322,0,1.0,0.0,0.0,0.0,1.0,0.0
293175.5149,0,1.187603295,0.017464754,1,0.0,0.0,1.0,0.0,0.0,1.0
292884.8442,0,1158.464025,0.300758587,0,0.0,1.0,0.0,0.0,1.0,0.0
292899.8021,0,363.2985585,0.221460374,0,1.0,0.0,0.0,0.0,1.0,0.0
293229.2643,0,1.214880737,0.928444715,1,0.0,0.0,1.0,0.0,0.0,1.0
293506.5,1,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
292888.5833,0,1032.156321,0.301716367,1,1.0,0.0,0.0,0.0,1.0,0.0
292890.9996,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292890.5889,0,1085.050524,0.377029667,0,1.0,0.0,0.0,0.0,1.0,0.0
292898.5838,0,948.0113977,0.503510579,0,1.0,0.0,0.0,0.0,1.0,0.0
292881.9076,0,863.4787546,0.224243636,1,0.0,1.0,0.0,0.0,1.0,0.0
293441.0,0,2.0,0.5,1,0.0,0.0,1.0,0.0,0.0,1.0
292890.3132,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292887.7358,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292881.3143,0,981.1740715,0.254772114,0,0.0,1.0,0.0,0.0,1.0,0.0
292887.8675,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292899.2574,0,552.1788587,0.280068688,0,1.0,0.0,0.0,0.0,1.0,0.0
292889.6878,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292893.8988,0,927.3925133,0.395240481,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.5396,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293121.0,1,1.0,0.083,0,0.0,0.0,1.0,0.0,0.0,1.0
293101.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
292895.8083,0,794.8597602,0.412510937,1,0.0,1.0,0.0,0.0,1.0,0.0
292896.821,0,378.3847049,0.203447419,0,1.0,0.0,0.0,0.0,1.0,0.0
292891.7138,0,795.4515292,0.355687871,1,0.0,1.0,0.0,0.0,1.0,0.0
292888.083,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292900.3278,0,759.5265177,0.448686305,0,1.0,0.0,0.0,0.0,1.0,0.0
293455.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
292887.2612,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293339.0,0,9.0,0.818,0,0.0,0.0,1.0,0.0,0.0,1.0
293681.3927,1,1.300610616,0.185662165,1,0.0,0.0,1.0,0.0,0.0,1.0
292888.5015,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292881.6106,0,796.9117528,0.215473706,1,0.0,1.0,0.0,0.0,1.0,0.0
292894.8375,0,913.7096834,0.395042471,1,1.0,0.0,0.0,0.0,1.0,0.0
292888.6724,0,795.891113,0.313477979,1,0.0,1.0,0.0,0.0,1.0,0.0
292887.4555,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292898.3034,0,342.0664556,0.199741475,0,1.0,0.0,0.0,0.0,1.0,0.0
293377.0,0,2.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0
292949.0,0,76.0,0.551,1,0.0,0.0,1.0,0.0,0.0,1.0
292945.0,0,5.0,0.114,0,0.0,0.0,1.0,0.0,0.0,1.0
292881.4773,0,831.9613099,0.216068463,1,0.0,1.0,0.0,0.0,1.0,0.0
292894.7137,0,430.0132338,0.208715636,0,1.0,0.0,0.0,0.0,1.0,0.0
292887.5325,0,1043.723245,0.314942719,1,0.0,1.0,0.0,0.0,1.0,0.0
292899.9143,0,817.5609584,0.470799674,1,1.0,0.0,0.0,0.0,1.0,0.0
293049.5062,0,23.24481972,0.625273829,1,0.0,0.0,1.0,0.0,0.0,1.0
292883.5064,0,1746.444941,0.453272408,0,0.0,1.0,0.0,0.0,1.0,0.0
292887.161,0,1050.512779,0.310256215,1,0.0,1.0,0.0,0.0,1.0,0.0
292885.6682,0,1077.790668,0.291427541,1,0.0,1.0,0.0,0.0,1.0,0.0
292883.1876,0,957.2433861,0.248564837,1,0.0,1.0,0.0,0.0,1.0,0.0
293205.1461,0,1.827246039,0.609386554,1,0.0,0.0,1.0,0.0,0.0,1.0
292889.3128,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292883.3785,0,971.2255402,0.252191608,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.0936,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293052.7112,0,14.07220725,0.297592336,1,0.0,0.0,1.0,0.0,0.0,1.0
292899.2906,0,551.8579312,0.280378549,0,1.0,0.0,0.0,0.0,1.0,0.0
292890.5425,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292900.8686,0,536.6030615,0.295107389,0,1.0,0.0,0.0,0.0,1.0,0.0
292887.0167,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292882.333,0,1578.12925,0.40961373,0,0.0,1.0,0.0,0.0,1.0,0.0
293105.0,0,1.0,0.5,1,0.0,0.0,1.0,0.0,0.0,1.0
293613.0,1,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
293699.0,0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0
292881.293,0,796.9576541,0.211066159,1,0.0,1.0,0.0,0.0,1.0,0.0
292882.3011,0,1559.455978,0.404770151,0,0.0,1.0,0.0,0.0,1.0,0.0
292890.2125,0,795.6685134,0.334852524,1,0.0,1.0,0.0,0.0,1.0,0.0
293639.0,0,3.0,0.75,0,0.0,0.0,1.0,0.0,0.0,1.0
292888.6362,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292888.1462,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292889.7984,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292882.2242,0,886.6707716,0.230259313,1,0.0,1.0,0.0,0.0,1.0,0.0
292894.6136,0,432.4665857,0.208965978,0,1.0,0.0,0.0,0.0,1.0,0.0
293679.0,1,1.0,0.071,0,0.0,0.0,1.0,0.0,0.0,1.0
292891.9881,0,1112.630258,0.424916346,0,1.0,0.0,0.0,0.0,1.0,0.0
292896.0178,0,888.6721176,0.421967392,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.9062,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292882.697,0,921.3049095,0.239242912,1,0.0,1.0,0.0,0.0,1.0,0.0
292890.0846,0,1075.109821,0.35976963,0,1.0,0.0,0.0,0.0,1.0,0.0
292889.1232,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293733.7266,0,1.0,0.103571513,1,0.0,0.0,1.0,0.0,0.0,1.0
292902.8254,0,517.6878008,0.313370399,0,1.0,0.0,0.0,0.0,1.0,0.0
292900.5613,0,824.4203415,0.489997957,0,1.0,0.0,0.0,0.0,1.0,0.0
292905.0,1,13.0,0.206,0,0.0,0.0,1.0,0.0,0.0,1.0
292901.9,0,463.473872,0.282824309,0,1.0,0.0,0.0,0.0,1.0,0.0
292895.8726,0,891.3250841,0.420136171,1,0.0,1.0,0.0,0.0,1.0,0.0
292890.7997,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292894.9477,0,521.666364,0.235398556,0,1.0,0.0,0.0,0.0,1.0,0.0
293211.0,1,1.0,0.125,0,0.0,0.0,1.0,0.0,0.0,1.0
292889.9134,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292893.7751,0,929.6531545,0.393680064,1,0.0,1.0,0.0,0.0,1.0,0.0
292881.1041,0,796.9849601,0.208444165,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.8029,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292900.6108,0,804.7443952,0.479898844,1,0.0,1.0,0.0,0.0,1.0,0.0
292888.9765,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293781.0,1,2.0,0.333,1,0.0,0.0,1.0,0.0,0.0,1.0
293529.0,1,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
292895.4688,0,794.9088174,0.407800348,1,0.0,1.0,0.0,0.0,1.0,0.0
292885.775,0,1075.83813,0.292775289,1,0.0,1.0,0.0,0.0,1.0,0.0
292884.6239,0,1255.306004,0.325878008,0,0.0,1.0,0.0,0.0,1.0,0.0
292887.5024,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292897.9734,0,628.266221,0.314482952,0,1.0,0.0,0.0,0.0,1.0,0.0
293231.0,0,3.0,0.3,0,0.0,0.0,1.0,0.0,0.0,1.0
292897.1868,0,1035.326493,0.51305703,0,1.0,0.0,0.0,0.0,1.0,0.0
292898.8983,0,794.4131561,0.455394929,1,0.0,1.0,0.0,0.0,1.0,0.0
292890.5012,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292897.349,0,866.1448416,0.432519613,1,1.0,0.0,0.0,0.0,1.0,0.0
292896.4422,0,387.6669644,0.204394588,0,1.0,0.0,0.0,0.0,1.0,0.0
292882.2962,0,1556.581408,0.404024529,0,0.0,1.0,0.0,0.0,1.0,0.0
292888.2864,0,795.9469003,0.308121147,1,0.0,1.0,0.0,0.0,1.0,0.0
292898.3278,0,846.4606334,0.451104041,1,0.0,1.0,0.0,0.0,1.0,0.0
292895.159,0,904.3640155,0.411135995,1,0.0,1.0,0.0,0.0,1.0,0.0
293641.0,0,1.0,0.25,1,0.0,0.0,1.0,0.0,0.0,1.0
292881.0,1,797.0,0.207,1,0.0,1.0,0.0,0.0,0.0,1.0
292895.4868,0,535.4126758,0.241597873,0,1.0,0.0,0.0,0.0,1.0,0.0
292888.6161,0,1046.163692,0.30951048,0,1.0,0.0,0.0,0.0,1.0,0.0
292889.1099,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292979.0,0,4.0,0.8,0,0.0,0.0,1.0,0.0,0.0,1.0
292894.2649,0,504.2544386,0.227546119,0,1.0,0.0,0.0,0.0,1.0,0.0
292882.9456,0,939.5182615,0.243967194,1,0.0,1.0,0.0,0.0,1.0,0.0
292894.0514,0,476.6260195,0.223723954,0,1.0,0.0,0.0,0.0,1.0,0.0
293112.4954,1,1.430426465,0.856667987,1,0.0,0.0,1.0,0.0,0.0,1.0
292887.0103,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293589.0,1,16.0,0.139,0,0.0,0.0,1.0,0.0,0.0,1.0
292882.0347,0,872.7944316,0.226659989,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.0112,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292900.9078,0,802.7631414,0.487630103,0,1.0,0.0,0.0,0.0,1.0,0.0
293089.0,0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
293293.0,0,2.0,0.286,1,0.0,0.0,1.0,0.0,0.0,1.0
292883.5396,0,983.025736,0.255252409,1,0.0,1.0,0.0,0.0,1.0,0.0
292881.6469,0,796.9065016,0.215977941,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.2479,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292886.1024,0,1069.85561,0.296904748,1,0.0,1.0,0.0,0.0,1.0,0.0
292893.7317,0,1147.000012,0.484592533,0,1.0,0.0,0.0,0.0,1.0,0.0
292890.5167,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292891.9924,0,962.2275182,0.371195477,1,0.0,1.0,0.0,0.0,1.0,0.0
292897.0,0,574.0,0.259,0,1.0,0.0,0.0,0.0,0.0,1.0
292894.5133,0,510.5887939,0.230402789,0,1.0,0.0,0.0,0.0,1.0,0.0
292881.5154,0,834.7561457,0.216793403,1,0.0,1.0,0.0,0.0,1.0,0.0
292899.7251,0,821.1456797,0.467975212,1,1.0,0.0,0.0,0.0,1.0,0.0
292882.6257,0,1749.682595,0.454112209,0,0.0,1.0,0.0,0.0,1.0,0.0
292901.6518,0,510.0679796,0.301248498,0,1.0,0.0,0.0,0.0,1.0,0.0
292895.9649,0,547.6056299,0.247096657,0,1.0,0.0,0.0,0.0,1.0,0.0
292889.6989,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292887.6494,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292889.8644,0,1001.112553,0.344354922,1,0.0,1.0,0.0,0.0,1.0,0.0
292882.7935,0,928.3721694,0.241076058,1,0.0,1.0,0.0,0.0,1.0,0.0
292893.6606,0,935.9984071,0.37748081,1,1.0,0.0,0.0,0.0,1.0,0.0
292882.8825,0,934.8919248,0.242767189,1,0.0,1.0,0.0,0.0,1.0,0.0
292881.4583,0,1065.537129,0.276654682,0,0.0,1.0,0.0,0.0,1.0,0.0
292893.2506,0,1137.515925,0.468125318,0,1.0,0.0,0.0,0.0,1.0,0.0
292896.8445,0,794.7099947,0.426891776,1,0.0,1.0,0.0,0.0,1.0,0.0
292891.4101,0,1101.238283,0.405136465,0,1.0,0.0,0.0,0.0,1.0,0.0
292887.4874,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292890.8804,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292899.7669,0,728.2521847,0.416710754,0,1.0,0.0,0.0,0.0,1.0,0.0
292894.4364,0,508.6292868,0.22951909,0,1.0,0.0,0.0,0.0,1.0,0.0
292897.7699,0,492.9877189,0.261653348,0,1.0,0.0,0.0,0.0,1.0,0.0
292897.2139,0,794.6566074,0.432018157,1,0.0,1.0,0.0,0.0,1.0,0.0
293737.0,0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0
292889.1401,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292995.1796,0,34.63879439,0.321022625,1,0.0,0.0,1.0,0.0,0.0,1.0
292889.0388,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292881.7225,0,1220.37122,0.316816426,0,0.0,1.0,0.0,0.0,1.0,0.0
292899.7488,0,501.694812,0.281837973,0,1.0,0.0,0.0,0.0,1.0,0.0
292963.0,0,1.0,0.053,0,0.0,0.0,1.0,0.0,0.0,1.0
292896.6002,0,1071.988671,0.517065428,0,1.0,0.0,0.0,0.0,1.0,0.0
292889.371,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293390.6839,1,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
292884.4687,0,1051.079978,0.272904704,1,0.0,1.0,0.0,0.0,1.0,0.0
292892.559,0,1123.883668,0.444455637,0,1.0,0.0,0.0,0.0,1.0,0.0
293201.0,0,2.0,0.667,1,0.0,0.0,1.0,0.0,0.0,1.0
292889.0771,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292884.6582,0,796.4712775,0.257769202,1,0.0,1.0,0.0,0.0,1.0,0.0
293549.0,0,2.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0
292889.8119,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292887.2433,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293509.0,0,2.0,0.4,1,0.0,0.0,1.0,0.0,0.0,1.0
293311.0,0,4.0,0.571,0,0.0,0.0,1.0,0.0,0.0,1.0
292881.5489,0,1118.627818,0.290425646,0,0.0,1.0,0.0,0.0,1.0,0.0
292883.3243,0,967.2570054,0.251162227,1,0.0,1.0,0.0,0.0,1.0,0.0
292888.4392,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293181.0,1,1.0,1.0,1,0.0,0.0,1.0,0.0,0.0,1.0
293669.0,0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
292893.5842,0,486.898108,0.219718755,0,1.0,0.0,0.0,0.0,1.0,0.0
292900.8021,0,794.1379958,0.481816485,1,0.0,1.0,0.0,0.0,1.0,0.0
292882.2452,0,1526.679497,0.396268402,0,0.0,1.0,0.0,0.0,1.0,0.0
293447.0,0,7.0,0.778,0,0.0,0.0,1.0,0.0,0.0,1.0
292889.7086,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292887.9516,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292889.241,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292896.3889,0,884.3289025,0.418192084,1,1.0,0.0,0.0,0.0,1.0,0.0
292883.1387,0,796.6908933,0.236681161,1,0.0,1.0,0.0,0.0,1.0,0.0
292886.1221,0,796.2596974,0.27808562,1,0.0,1.0,0.0,0.0,1.0,0.0
292892.447,0,953.9200517,0.376929739,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.5193,0,1007.41858,0.340002162,1,0.0,1.0,0.0,0.0,1.0,0.0
292902.4892,0,491.6097794,0.300059394,0,1.0,0.0,0.0,0.0,1.0,0.0
292898.1244,0,851.4598268,0.444090184,1,1.0,0.0,0.0,0.0,1.0,0.0
292898.0281,0,853.2844346,0.442652544,1,1.0,0.0,0.0,0.0,1.0,0.0
292887.9654,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
293717.2448,0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0
293281.0,0,1.0,0.167,0,0.0,0.0,1.0,0.0,0.0,1.0
292898.9139,0,927.3841427,0.501255333,0,1.0,0.0,0.0,0.0,1.0,0.0
292888.2376,0,1038.703651,0.296557615,1,1.0,0.0,0.0,0.0,0.0,1.0
293515.0,0,1.0,0.25,0,0.0,0.0,1.0,0.0,0.0,1.0
292887.1853,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292888.0499,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292890.0041,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292883.3381,0,1820.426668,0.472462207,0,0.0,1.0,0.0,0.0,1.0,0.0
292890.5417,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292883.231,0,796.6775521,0.237962213,1,0.0,1.0,0.0,0.0,1.0,0.0
293048.299,0,7.267954146,0.697179465,1,0.0,0.0,1.0,0.0,0.0,1.0
292899.9841,0,545.1533033,0.286851983,0,1.0,0.0,0.0,0.0,1.0,0.0
292888.9799,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292890.4229,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292900.4883,0,806.9816765,0.478354552,1,0.0,1.0,0.0,0.0,1.0,0.0
292889.7112,0,1067.750342,0.346991369,0,1.0,0.0,0.0,0.0,1.0,0.0
292890.8283,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292890.6779,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292887.5198,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292886.4919,0,1062.738667,0.301817246,1,0.0,1.0,0.0,0.0,1.0,0.0
293001.0,1,24.0,0.222,0,0.0,0.0,1.0,0.0,0.0,1.0
292895.8344,0,544.2781015,0.245596007,0,1.0,0.0,0.0,0.0,1.0,0.0
292890.7336,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292894.2279,0,503.3125777,0.227121359,0,1.0,0.0,0.0,0.0,1.0,0.0
292888.5838,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292889.9601,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292881.0014,0,797.8461911,0.20721949,0,0.0,1.0,0.0,0.0,1.0,0.0
292900.5845,0,505.3719898,0.29036234,0,1.0,0.0,0.0,0.0,1.0,0.0
293463.3851,0,3.865423019,0.878408066,1,0.0,0.0,1.0,0.0,0.0,1.0
292888.2852,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292899.3393,0,499.8929621,0.277660958,0,1.0,0.0,0.0,0.0,1.0,0.0
292901.4294,0,531.1828583,0.300340689,0,1.0,0.0,0.0,0.0,1.0,0.0
292888.2842,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292886.2204,0,1067.699843,0.298392774,1,0.0,1.0,0.0,0.0,1.0,0.0
292900.4069,0,763.9360928,0.45319475,0,1.0,0.0,0.0,0.0,1.0,0.0
292887.2529,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292888.7882,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292893.4328,0,483.0363015,0.217977156,0,1.0,0.0,0.0,0.0,1.0,0.0
292888.5619,0,1032.561637,0.301397012,1,1.0,0.0,0.0,0.0,1.0,0.0
292886.2486,0,796.2414266,0.279840028,1,0.0,1.0,0.0,0.0,1.0,0.0
292882.8344,0,931.3709608,0.241853901,1,0.0,1.0,0.0,0.0,1.0,0.0
293355.0,1,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,1.0
292888.0738,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292888.777,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292883.1129,0,796.6946242,0.236322916,1,0.0,1.0,0.0,0.0,1.0,0.0
293207.0,0,44.0,0.647,0,0.0,0.0,1.0,0.0,0.0,1.0
292889.5071,0,0.0,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0
292890.5585,0,988.4294502,0.353109486,1,0.0,1.0,0.0,0.0,1.0,0.0
